faust_number,isbn,book_title,book_author
54008066,9788771899573,Det grovmaskede net,Håkan Nesser
48778798,,Skammerens datter,Lene Kaaberbøl
39472228,,Mellem linjerne,Johanna Schreiber (f. 1986)
53381251,,Hvor er min potte?,Tony Ross
47042747,9788702286656,Vitello ønsker et ønske,Kim Fupz Aakeson
61983309,,Nu taler jeg,Rikke Viemose
38748343,9788758842523,Íssóls fortælling,Sidsel Katrine Slej
61936599,,Det stille vidne,"Lisa Bjerre,Susan Casserfelt"
39171953,9788771484458,Vores kort over kærligheden,Isabelle Broom (f. 1979)
52226236,,Lola og Niko,Jørn Jensen (f. 1946)
48065139,9788771076684,Nemesis,Chris Carter
54227833,9788711904282,Uvenner for evigt!,Line Kyed Knudsen
62122633,,Vinderne,Fredrik Backman
52805406,9788711681947,Dengang Hr. Skæg startede i skole,Mikkel Lomborg
52799139,,Liv og Emma på cykeltur,Line Kyed Knudsen
51421876,,Eventyrskoven,Rosie Banks
46304322,9788726139563,Hvad vil du virkelig?,
52670284,,Min mor siger,Stine Pilgaard
52785049,9788764474466,Håb,
52291089,,Hormonel harmoni,"Caroline Fibæk,Stine Fürst"
135299073,,Putins datter,Morten Hesseldahl
48845991,,Turen går til grænselandet,"Kristian Ditlev Jensen (f. 1971),Gunhild Riske"
48383165,,Turen går til Camino de Santiago & Nordspanien,"Gitte Holtze,Ole Loumann"
48352634,9788793983052,Villa Havbrise,Caroline Säfstrand (f. 1972)
46144864,,En tot hår,Kirsten Ahlburg
52588618,,William Wenton & luridiumstyven,Bobbie Peers
45975002,,"Så er der serveret, hr. Struganoff",Kim Fupz Aakeson
29803145,9788792685919,Stolthed og fordom,Jane Austen
54173016,,Blodmåne,Katrine Engberg
52173418,,Mios blues,Kristina Ohlsson
53448062,,Bag slørene,Michael Connelly
46860446,9788702279429,"Steder, veje, biler, både",Kim Fupz Aakeson
55114242,9788726036343,Mals dagbog,Tina McLeef
46921704,9788726267129,Min dag i nulte,Ina Victoria Haller
29439001,,"Siv, gæt et ord!",Helle Dyhr Fauerholdt
61705503,,Sødt med surdej,Cathrine Brandt
54993404,,Videnskabelig teori og metode,
46415531,9788740655667,Drengene,Jonas Kleinschmidt (f. 1982)
54632916,,Møde med mode,Rosie Banks
52937299,9788711623183,Calendar girl. 3,Audrey Carlan
51340647,,Ask og Mus,Anja Hitz
53374239,,Maskiner,Neiko Ng
47573254,9788771076721,Skjult identitet,Lee Child
51882725,9788771463774,Søde Sally Sukkertop og andre ækle æventyr. 1,Rune T. Kidde
47572835,,Må jeg komme med dig hjem,Marie Aubert
54631804,9788763858137,Tigerhjerte,Lise Villadsen (f. 1985)
62515155,9788726992878,Disneys klassiske skatkammer,
28942427,9788711406151,Min kamp. 2,Karl Ove Knausgård
46527267,9788740656619,Roser & violer,Gry Kappel Jensen
54547250,9788741501697,Lasse-Leif - byens bedste strømer,Mette Finderup
52173302,,Grisha - pigen og mørkningen,Leigh Bardugo
62872675,9788728352687,Legender fra Odysïa - månebibliotekets forbandelse,Lakserytteren
62073128,,Anton,Vibeke Marx
38202529,,Tove,Line Jensen (f. 1976)
53515886,,Krystalskibet,Benni Bødker
50507351,,Jeppes bamse,Barbro Lindgren
27765017,,Teddy til salg,Lin Hallberg
46297458,9788726060881,Jeg vil savne dig i morgen,Heine T. Bakkeid (f. 1974)
28942494,9788711414620,Ellen,
51269632,9788711325155,Torden over landet,Wilbur A. Smith
47995647,9788702301427,Skammerkrigen,Lene Kaaberbøl
47560721,9788702282788,Min mor var besat,Peter Øvig Knudsen
46147693,9788711908907,Mohamed Salah,Christian Mohr Boisen
62162686,,Lastbiler! (og andre ting med hjul),Bryony Davies
45935302,9788793231757,Viljetyven. 2,Jan Kjær (f. 1971)
38854968,9788702320336,RobinSamse med rumraket til Mars,"Kim Langer,Frederik Langer"
53665608,,Dy må sy,Kirsten Ahlburg
52844851,,Hvalpesjov,Rosie Banks
51719239,,Far og Hasan i Ikea,Marie Duedahl
53342906,,Dødt dyr,Nicole Boyle Rødtnes
46851021,9788793544826,Halve sandheder,Carey Heywood
62984422,,Naja Münster - jagten på en youtuber,Line Kyed Knudsen
46218957,,Glitter flytter ind,Amy Young (f. 1958-03-31)
134490535,,Vov-vov og afsted!,
55098778,,Den rigtige bog om lastbiler,Ole Damgaard
46575636,,Fuglene under himlen,Karl Ove Knausgård
52793440,9788711684184,PS: Jeg elsker dig stadig,Jenny Han
62865598,,Papirhjerter og sommerkys,Carole Matthews
51365577,,Historien om et nyt navn,Elena Ferrante
52210895,,Den gode dinosaur,
47583012,9788726256321,Dronning Anna,
48884652,,En mellemstor idiot,Maria Rørbæk
54044291,9788793231566,Den eventyrlige rejse,Jan Kjær (f. 1971)
46219163,,Hertuginden,Danielle Steel
46158059,,De udødelige,Chloe Benjamin
38718231,,Rasmus Klump - min store søg og find-bog,Per Sanderhage
52944481,,Lille Virgil,Ole Lund Kirkegaard
46496647,9788726181678,Rasmus Klump som dykker,"Carla Hansen (f. 1906),Vilh. Hansen (f. 1900)"
47515777,,Keto for begyndere,Nana Dalby
48622496,,Følg sporene - følg den enhjørning!,Georgie Taylor
48539599,,Mahatma Gandhi,Isabel Sánchez Vegara
54240368,,Damen som købte en bus og bare kørte,Judy Leigh
28237731,9788779558540,Hvad jeg taler om når jeg taler om at løbe,Haruki Murakami
29890722,9788711373903,Havet i Theresienstadt,Morten Brask
46847148,9788726270549,Den store antiinflammatoriske kostguide,
52636035,,Monsterskolen og andre rim for børn,Stine de Paoli
54586906,9788772043012,Seje frispark og beskidte tricks,Antoine Griezmann (f. 1991)
52107210,,Svaneslottet,Rosie Banks
29430993,,Rasmus Klump - Skæg og havfruen,Per Sanderhage
48857663,9788711988527,Den lille prins,Antoine de Saint-Exupéry
61349715,9788727006307,Kaptajn Underhyler i farver ordner den onde Olfert-kvinde,Dav Pilkey
53574130,,Max på mål,Marie Duedahl
46595106,,Peter Pan,Christian Bach (f. 1979-02-06)
48077463,9788726312409,5 minutter i godnat,
46572289,,Metropolis,Philip Kerr
51353366,,Det norske job,"Jeanette Øbro Gerlow,Ole Tornbjerg"
54961863,,Ikke der!,Jeanne Willis
47312396,9788726325317,I stedet for skældud,
53319726,9788711721162,Søren Kierkegaard til hverdagsbrug,Søren Kierkegaard
53899056,9788702260892,Vilhelms værelse,Tove Ditlevsen
48843808,,Hovedbrud,"Johan Olsen (f. 1969),Vincent F. Hendricks"
38239422,9788726513905,Disneys Sjov med Anders,
54546866,9788726020977,Debutantballet,Danielle Steel
53962998,,Gamer,Per Østergaard (f. 1950)
52467861,9788711659182,Olympens blod,Rick Riordan
53407935,,Masker fra Marrakech,Annette Danielsen
47862647,9788726432923,X måder at dø på,Stefan Ahnhem
52021316,,Max ser en myg,Marie Duedahl
47341809,9788711913123,Tilstå,Colleen Hoover
46381092,,Den kinesiske forlovelse,Kevin Kwan
47582806,9788726211771,Et uventet venskab,
48676227,9788702303490,Rødby-Puttgarden,Helle Helle
54950632,9788711966778,Disneys De utrolige,
48490468,9788711984260,Går du med makeup?,Line Kyed Knudsen
134118261,,Livets omkostninger,Deborah Levy
50689980,9788711377864,Og sådan blev det,Maren Uthaug
51719123,,På Nyø,"Grete Wiemann Borregaard,Dorte Sofie Mørk Emus"
46566785,,Bjørnen,Gard Sveen
38783572,,Fangeleg,Kim Fupz Aakeson
38184814,,Forbryderfaget,Simon Kernick
52744008,,Throne of glass - kongens forkæmper,Sarah J. Maas
38728776,9788775492282,E-sport,Anne-Sofie Duch Teglgaard
50756343,,Alle for én!,Line Kyed Knudsen
51999746,9788702183153,Gorlans ruiner,John Flanagan
46543459,,Hele vejen til dig,"Tiina Nevala,Henrik Karlsson"
48086381,,Der går altid et tog til New York,Carey Heywood
38890727,,Historien om Englebassen,Bjarne Reuter
48772889,,Luftalarm-morderen,Frank Goldammer (f. 1975)
46993969,,Naturlig hormonterapi - opgør med østrogenmyten,"Anette Paulin,Jens-Ole Paulin"
46199782,,Kongens efterfølger,Matthew Arlidge
38888064,9788726701807,Avengers,
51280431,,Hvis det er,Helle Helle
62511508,,Den ældste søster,Georgette Heyer
28609590,,Er det sandt?,Sissel Bøe
47525462,9788702221640,Løvinden,Tom Buk-Swienty
54107781,,Rosa bliver storesøster,Anna-Karin Garhamn
29567301,,Mig før dig,Jojo Moyes
54632495,,Må jeg få mit gulvtæppe med hjem til mor?,Anne Sofie Hammer (f. 1972-02-05)
54700393,,Kasper og Sofie på tur,Tor Åge Bringsværd
29443300,9788702133981,Pippi Langstrømpe går om bord,Astrid Lindgren
48634168,,Strik en hæl og strik en tå,Lene Randorff
50986683,,"Timmy Taber - se nu, hvad du har gjort",Stephan Pastis
51385063,,Meyers bageskole - alle kan lære at bage,Claus Meyer
52276748,,Rød dronning,Victoria Aveyard
46475836,9788702248395,Under bjælken,Jens Andersen (f. 1955)
28682417,,Fyrmesteren,Camilla Läckberg
38332546,9788740066142,Kærlighed,
55100713,,Opklaret,Jens Møller Jensen
134143126,,Gurli Gris' kriblekrable-skovtur,
53977359,9788711969625,Den største kærlighed,Danielle Steel
54184778,9788702255669,Dragekongen,Line Kyed Knudsen
28878478,,Dukkebarnet,Inger Gammelgaard Madsen
52957079,,Robuste børn,Per Schultz Jørgensen
46081803,,Tysklandsarbejderen Frederiks valg,Linda Lassen (f. 1948)
46519817,,Ud og gø,Kirsten Ahlburg
53307582,,My til bal,Marie Duedahl
50851931,9788711346211,Første offer,James Patterson
27702988,,Turen går til Fyn & Øhavet,
48443923,9788726486902,Hercule Poirots jul,Agatha Christie
48254896,,Den Mandige Elg - Elg får venner,Katja L. Berger
51765966,,Viola og veninderne,Line Kyed Knudsen
54532776,,Dødens engel,Peter James (f. 1948)
39395053,9788775620852,En plus en,Jojo Moyes
29782334,9788758813318,I gudindens hånd,Tamora Pierce
38621238,,Hvad øjet ser,Louise Penny
61411542,9788702332322,To mod en,Maria Rørbæk
54076118,,Grumlingen,Benji Davies
50507300,,Jeppes dukkevogn,Barbro Lindgren
47640628,,Vilde vittigheder,
135372854,,Kemi for begyndere,Bonnie Garmus
54985185,9788702103588,Det lykkelige Arabien,Thorkild Hansen (f. 1927)
29974411,9788702154030,Kom igen Sigge,Lin Hallberg
39510111,,Helvedes port,Nis Jakob
46257065,,Rovdyret,Jan-Erik Fjell (f. 1982)
51166582,9788702166743,Vitello ridser en bil,Kim Fupz Aakeson
53071015,,Rapunzel,
54973411,9788702279047,Fra Tahiti til Thyborøn med Nordkaperen,Troels Kløvedal
135163716,,Kragefælden,Ann Cleeves
51688619,9788711443859,Jagtmark,Helene Tursten
53999840,,Dukkehuset,Matthew Arlidge
54740980,,Hæklet nordisk julepynt,"Heidi B. Johannesen,Pia H. H. Johannesen"
54009178,,Død jord - den forladte base,Nicole Boyle Rødtnes
52386993,,Den fremmede,Harlan Coben
51355466,,Åkandesøen,Rosie Banks
52445868,,Lærlingen,Tess Gerritsen
51040546,,Ella skal i børnehave,Peter Gotthardt
53559972,,Pi og en bi,Kirsten Ahlburg
51668383,,Hulemanden,Jørn Lier Horst
29253382,9788711393604,Arven. Del 1,Christopher Paolini
47250196,9788763865326,Silke,Bent Haller
48365841,,Plantebaseret familiemad,"Stina Dannerfjord,Isabel Christensen"
48828396,9788741514567,Gurli Gris får besøg af lægen,
135195774,9788728548875,Mindernes vej,Danielle Steel
38285866,,Den barske sandhed,Louise Penny
52504880,,Alma i Japan,Marie Duedahl
52504112,9788711677636,DNA,Yrsa Sigurðardóttir
53576788,,Skildpadder hele vejen ned,John Green (f. 1977)
48906915,9788797138441,De tre principper,
53970214,9788763846264,Villads fra Valby låner en båd,Anne Sofie Hammer (f. 1972-02-05)
45965031,,Stenfjæs går igen,Lars Daneskov
46476263,,Det stille hjørne,Dean R. Koontz
48711707,9788770188753,Messi,Per Straarup Søndergaard
28694156,,Mere feminin strik,Lene Holme Samsøe
46319702,9788726028096,Hitman. 2,Peter Krogholm
54937245,9788740052985,Fremkaldt,Susse Wold
52462401,,Alexander bliver vred,Line Kyed Knudsen
61664491,,Flugtveje,Lee Child
52410207,9788702209884,Mere om os børn i Bulderby,Astrid Lindgren
29431132,,Rasmus Klump og gemmedyrene,Per Sanderhage
54984766,,Tampen brænder,Matthew Arlidge
27084842,,På sjov med flunkerne,
46471385,,Krølle & Puha - den forbistrede pingvinflyvning,Jacob Riising
48741878,9788702275568,Frags og fodbold,Kit A. Rasmussen
50867544,9788702048124,Peter Plys,A. A. Milne
134490594,,Profeten og idioten,Jonas Jonasson
51873416,,"Lær at hækle, elsk at hækle",Anna Wilkinson
62712155,9788702340365,RobinSamse og tidsmaskinen,"Kim Langer,Frederik Langer"
50722473,,Sort blod,Nicole Boyle Rødtnes
26658306,,Willi har fødselsdag,
53966292,,Drømmevæver,Nicole Boyle Rødtnes
48772757,9788726636154,Ødemark,Stina Jackson (f. 1983)
38848852,9788799999941,Broderskabet & tempelridderne,Ole Clifford
135873942,,Karthago,Steffen Jacobsen (f. 1956)
62392835,9788702351941,Det skjulte brev,Sara Ejersbo
51258185,9788771161120,Øen,Victoria Hislop
54480563,,Lykkelige mennesker læser og drikker kaffe,Agnès Martin-Lugand (f. 1979)
46239083,,111 steder på Fyn som du skal se,Else Marie Lehman
46835484,,Mitfordmordene. 2. bog,Jessica Fellowes
46711483,9788762732308,Enhjørningedalen,Rosie Banks
47286174,,Generalens datter,Henriette Harris
48717047,9788771163643,Rosalinds løgn,Muna Shehadi
39263033,,Den anden Bennet søster,Janice Hadlow
26673461,,Sam og Sigge,
48811663,9788726636161,Filmholdet,Danielle Steel
53917127,9788741501789,Lasse-Leif og den virkelig væmmelige makrelmad,Mette Finderup
50613089,,Se og find Idefix,
50940055,,Trikozappen,Jan Kjær (f. 1971)
52673348,,Far og Hasan i Jysk,Marie Duedahl
52530466,,I kongens gård,Peter Gotthardt
53597181,9788771896558,Engle & dæmoner,Dan Brown
62019042,,Mumidalens alfabet,Annika Sandelin (f. 1972)
54131747,,Olivia og Anton i svømmehallen,Katerina Janouch
48866689,9788741514284,Gurli Gris - der var engang -,
62884789,,Den spanske kærlighedsaffære,Elena Armas
54189206,,Må Bo få is?,Helle Dyhr Fauerholdt
47537126,9788740054798,Omgivet af psykopater,Thomas Erikson (f. 1965)
52175550,,Poul og far på fisketur,Andreas Bræstrup Kirstein
48014615,,Fortnite - den ultimative guide til chapter 2,Kevin Pettman
26701139,,Flagermusmanden,Jo Nesbø
54170890,,An på en ø,Kirsten Ahlburg
46265238,9788741505664,Riverdale - dagen før dagen,Micol Ostow
62655755,9788793982413,Gud er italiener,Eva Ravnbøl
47248809,,No er rå,Marie Duedahl
47472474,9788770303361,AARGH! - den sunde vrede i familielivet,Frej Prahl
27889271,9788702080483,Det ender godt,Erik Bjerager
48366112,9788723549563,Manchester United FC,Maja Plesner
48425542,9788771484045,Den lille café i København,Julie Caplin
53228917,9788762728622,Komodovaran,Stephanie Turnbull
38285947,,Begrav dine døde,Louise Penny
54102801,9788726012491,Husdyret,Camilla Grebe
51745086,9788711460207,Kvinders lyst,
53221440,,Kanin i et tårn,Randi Solvang
45962512,9788726091946,"Jungledyret Hugo - fræk, flabet og fri",Flemming Quist Møller
62410515,,Partycrasheren,Sophie Kinsella
28234430,,Peter Pedal planter et træ,"Margret Rey,H. A. Rey"
53577121,,Minecraft Mobikon,Alex Wiltshire
46251423,9788726131093,Stjernerne synger. 1. bind,Tove Kjarval
27409946,,Mor Muh og Krages jul,
28750021,9788711400876,Den som blinker er bange for døden,Knud Romer
51154045,,Uro,Jesper Stein
48070779,9788702304138,Villads fra Valby lærer klokken,Anne Sofie Hammer (f. 1972-02-05)
46778987,,Magisk maleri,Rosie Banks
52280591,9788711597767,De 5 på vinterferie,Enid Blyton
46263618,,Tryllekonkylien,Rosie Banks
52801478,,Tør du holde kæledrager,Sally Symes
54043457,,Percy Jackson og uhyrernes hav,Rick Riordan
46602218,,Kasper får en kat,Tor Åge Bringsværd
48682057,,Guide til Minecraft dungeons,Stephanie Milton
51995597,9788771749151,De 5 på den mystiske hede,Enid Blyton
46758846,9788702279924,Tyvefældens forbandelse,Kasper Hoff
62232404,,Stol på mig,Anders Roslund
52087414,9788758822556,Skyggernes bog,H. W. Klaris
29253218,9788711392706,Den brændende kyst,Wilbur A. Smith
54118465,,Overlevelsesguide til det perfekte liv,Trine Bundsgaard
54973551,,Snefnugsøstre,Rosie Banks
38493558,9788726628357,Kunsten at vælge sig selv,Pia Søltoft
46296273,9788770302432,Troldepus i Tivoli,Dines Skafte Jespersen
54679343,,Spirituel,Rikke Hertz
28303041,,Vuggestuen Smørklatten på tur,Louise Langhoff Koch
46233042,,Min bog om kroppen fra top til tå,
47182972,9788726156584,Danmarkshistorier for børn. 1,Maria Helleberg
51325834,9788711320600,Den nye klub,Line Kyed Knudsen
27920624,,Peter Pedal i sneen,"Margret Rey,H. A. Rey"
51626818,9788762724020,Det fortryllede slot,Rosie Banks
53967272,,Fælden,Lilja Sigurðardóttir (f. 1972)
28102852,,Mit eller dit?,Sissel Bøe
47301238,,Mit liv som rotte,Joyce Carol Oates
62726407,9788797390016,En mors hævn,Martin Holmslykke
50703894,,Iqbal Farooq og jagten på den lille havfrue,Manu Sareen
48748961,,Liv andre har levet,Edvard Hoem
46999827,9788723541475,De største landskampe,Peter Grønlund (f. 1970-04-11)
51432142,,Midnatslabyrinten,Rosie Banks
47182492,,Testamente,Nina Wähä (f. 1979)
20915366,,Nissemaskinen,Sven Nordqvist
53963951,,Bo er en ko,Kirsten Ahlburg
39182637,9788771164275,En sommer på Malta,Sue Moorcroft
29793247,9788771305029,Sværkeslægten. 2,Helene Strange
54059205,,Medfølelsens pris,Per Isdal (f. 1957)
29304904,9788763820561,Pære-perker-dansk,
47621356,9788770367264,Klassiske eventyr,H. C. Andersen (f. 1805)
48254853,9788758840697,Den Mandige Elg - Elg skriver en bog,Katja L. Berger
48369278,,"Genial, lineal, stativ, kasket, kys",StineStregen
51750829,9788763841221,Vi var løgnere,E. Lockhart
38355295,,RobinSamse og Kæledyrscentralen,"Kim Langer,Frederik Langer"
38959611,,I kærlighedens navn,Karima Bouylud (f. 1975)
54422636,,Ambulance,Ulrik Jørgensen (f. 1974-06-10)
46601971,,Lærerindens sang,Vigdis Hjorth
52683297,,Sam og Sigge og den første jul,Lin Hallberg
53980910,9788711967584,Pas på hvad du ønsker dig,Jeffrey Archer
46206185,,Vildført,Anna Jansson
51393155,,Signes hjemkomst,Lars Johansson (f. 1949)
52257662,,Glasklokken,Sylvia Plath
51304195,,Opskrifter og små glimt af hverdagslykke,Ann-Christine Hellerup Brandt
38887971,9788726701951,På dybt sand!,
29890625,9788711373910,Din kompetente familie,Jesper Juul (f. 1948)
47583039,9788726278712,Elsas fødselsdag,
50835812,9788771283822,På Bertram's hotel,Agatha Christie
46545699,9788726198621,Isadora Moon holder fødselsdag,Harriet Muncaster
51568389,9788763837651,Vinterens løfter,Lisa Kleypas
48365906,9788723549600,FC Barcelona,Maja Plesner
52255295,,Føniksfestivalen,Rosie Banks
38954318,,Sort sommer,M. W. Craven
27347991,9788702055580,Den store Fupz,Kim Fupz Aakeson
53366333,,Spioners arv,John Le Carré
48670415,9788702297454,Mit arbejde,Olga Ravn
52448247,,Hund,"Grete Sonne (f. 1948),Leif Schack-Nielsen"
53601731,9788711823590,De dødes rige,Henrik Pontoppidan
54169892,,Liv og Emma sover sammen,Line Kyed Knudsen
62845953,,Det er et fucking eventyr!,Eske Willerslev
52697891,,Desertørerne. 1. bind,Kim Blæsbjerg
51340663,,Tor er sej,Anja Hitz
52139422,,Ponyhjerte - Anna finder en pony,Usch Luhn
62955627,9788702382075,Jeg anerkender ikke længere jeres autoritet,Glenn Bech (f. 1991-04-08)
47753279,9788726247220,Den sidste restaurant i universet,Douglas Adams
52923611,9788740615548,Emmas pinlige og totalt hemmelige dagbog,Kirsten Ahlburg
52480191,,Jeppe laver en tunnel,Jørn Jensen (f. 1946)
51677935,,Anna og det franske kys,Stephanie Perkins
52430070,,Hæklede klude,"Sofie Grangaard,Camilla Schmidt Rasmussen"
28062257,9788764504071,I en tør tid,Peter Robinson (f. 1950)
48263275,9788740664027,Hjerterdame,Julie Clausen (f. 1992)
54261128,9788702211757,Et rige af vinger og kaos,Sarah J. Maas
46876377,9788726136760,Sidste trækning,Stig Rotvit
51363132,,Når solen står højest,Pernille Juhl (f. 1963)
53163599,9788771297478,Mænd uden kvinder,Haruki Murakami
52500184,,Alma er vild med musik,Marie Duedahl
53074359,,"Hvem er det, der banker?",
48063039,9788740073379,Kulmanden,Jens Henrik Jensen (f. 1963)
38735802,,Da jeg mødte dig,
52045754,,Iqbal Farooq i Indien,Manu Sareen
52355060,9788702183146,Mig og bedstefar - og så Nisse Pok,Ole Lund Kirkegaard
29020469,,"Spring højt, Sigge",Lin Hallberg
134510315,,En engel i Warszawa,Lea Kampe (f. 1971)
